age,competative_exams,access_to_internet,study_hours_per_day,has_scholarship,extracurricular_activities,fam_fin_status,health,f_edu,m_edu,f_job,m_job,alcoholic,additional_tuition,fam_size,fam_relation,prev_percent_1,prev_percent_2,prev_percent_3,gender_F,gender_M,residence_D,residence_H,location_R,location_U,TARGET_PREDICTION_PERCENT
16,0,1,2,0,0,3,3,2,2,1,0,2,1,3,4,67,77,87,False,True,True,False,False,True,79
15,0,1,1,0,0,3,1,3,3,1,1,4,1,5,5,90,89,91,True,False,True,False,True,False,90
22,1,1,3,0,1,2,4,5,5,1,0,0,1,4,2,72,79,69,True,False,True,False,False,True,80
23,0,1,8,1,0,5,4,5,1,1,0,1,1,4,5,89,90,89,True,False,True,False,True,False,98
18,1,0,8,0,0,2,4,5,5,0,0,2,1,4,5,74,69,69,False,True,True,False,False,True,72
24,1,0,9,1,0,3,3,2,1,1,0,4,1,5,1,74,71,86,False,True,False,True,False,True,72
18,1,1,3,2,3,3,3,5,2,1,0,0,0,4,5,78,96,90,False,True,False,True,False,True,92
19,0,1,4,1,1,2,1,5,4,1,0,0,0,4,5,88,92,89,False,True,False,True,False,True,90
21,0,1,5,0,1,5,2,1,2,0,0,1,0,4,4,81,60,91,False,True,True,False,False,True,87
23,1,1,9,1,0,4,5,4,3,1,1,1,0,3,5,86,97,79,True,False,False,True,False,True,87
16,1,1,3,0,0,3,4,3,3,1,1,1,0,5,4,78,86,90,True,False,True,False,False,True,89
20,0,0,4,0,0,5,5,5,5,1,1,1,0,4,2,92,91,81,True,False,True,False,False,True,86
20,0,1,5,1,0,5,5,1,5,0,0,0,0,4,5,69,90,95,True,False,False,True,False,True,87
18,1,1,9,0,1,2,4,1,4,1,0,3,0,4,2,71,51,96,False,True,False,True,False,True,95
21,0,1,2,1,0,2,5,2,3,1,1,0,1,6,5,57,83,92,True,False,True,False,True,False,68
23,1,1,1,1,0,5,5,5,4,1,0,0,0,5,4,53,68,73,False,True,True,False,False,True,53
22,0,0,8,1,1,5,3,1,3,0,0,2,0,5,5,51,74,55,True,False,False,True,True,False,70
35,1,0,8,1,1,3,3,5,5,0,0,0,1,14,3,86,84,71,True,False,True,False,True,False,80
30,1,1,1,1,1,3,3,0,2,0,0,1,0,7,4,66,85,72,True,False,True,False,True,False,74
19,1,1,3,1,1,4,5,5,1,1,0,1,0,8,5,83,90,77,False,True,True,False,False,True,71
28,0,1,5,1,0,5,5,5,3,1,0,0,0,5,4,61,84,64,False,True,True,False,True,False,84
24,1,1,8,1,1,5,4,2,1,1,0,2,1,5,4,71,68,66,True,False,True,False,False,True,95
18,0,0,7,0,1,4,1,0,2,0,1,1,1,4,4,66,61,66,False,True,True,False,True,False,67
19,0,1,4,0,1,2,5,5,5,1,1,0,0,4,5,90,93,91,False,True,False,True,False,True,92
15,1,1,4,0,1,5,1,4,0,1,1,1,1,4,3,65,72,75,False,True,True,False,True,False,72
21,1,1,6,1,1,3,3,3,3,0,1,2,1,5,5,90,90,78,False,True,True,False,True,False,83
22,0,1,12,1,1,5,4,3,2,1,1,0,0,4,4,81,79,88,True,False,False,True,False,True,83
24,0,1,2,0,1,4,3,4,2,1,1,1,0,3,3,89,77,88,False,True,True,False,False,True,72
27,1,1,7,1,1,4,4,5,1,1,0,4,1,4,4,85,89,86,False,True,False,True,True,False,94
16,0,1,1,0,0,4,2,4,4,1,1,1,0,4,4,72,71,69,True,False,True,False,False,True,76
22,1,1,5,0,1,3,4,1,3,1,0,4,0,2,5,76,84,81,False,True,False,True,False,True,82
20,1,1,4,1,1,4,4,5,5,1,1,1,0,4,5,84,82,67,False,True,False,True,True,False,83
19,0,1,4,0,1,4,5,5,0,0,1,3,0,4,4,57,60,61,True,False,True,False,True,False,61
27,1,1,9,0,0,5,5,3,2,1,0,1,0,5,3,62,80,76,False,True,False,True,False,True,63
15,1,1,1,1,0,1,5,2,2,0,0,3,1,4,4,72,88,87,False,True,True,False,True,False,80
19,1,0,2,0,0,3,3,1,0,0,0,3,1,3,4,39,30,30,False,True,False,True,True,False,33
15,0,1,4,0,0,5,3,3,1,1,1,2,0,3,4,89,88,96,True,False,False,True,True,False,65
18,0,1,7,2,1,5,5,4,3,1,0,0,2,4,3,79,97,91,True,False,True,False,False,True,93
21,1,1,1,0,0,2,2,5,5,1,0,0,0,5,2,75,65,70,True,False,True,False,False,True,80
23,0,0,10,0,0,2,3,4,2,1,1,3,1,5,5,62,69,77,True,False,True,False,True,False,63
21,0,1,3,0,0,4,5,0,1,1,0,0,1,5,4,94,67,78,True,False,True,False,False,True,91
20,0,1,4,0,0,3,5,5,2,1,1,0,0,5,4,49,91,64,False,True,True,False,True,False,90
24,1,1,5,0,1,5,5,4,2,1,1,0,0,5,5,62,71,51,False,True,False,True,False,True,69
20,0,1,4,0,0,5,5,5,5,1,1,1,0,4,2,90,92,80,True,False,True,False,False,True,86
20,0,1,1,0,1,2,3,3,2,1,0,0,0,4,4,87,85,50,False,True,True,False,False,True,73
23,0,0,8,1,1,5,3,5,1,1,1,1,1,3,4,63,56,63,True,False,True,False,False,True,61
22,1,1,2,1,0,3,3,4,3,1,0,1,1,3,3,86,89,77,True,False,False,True,True,False,97
22,0,1,5,0,1,4,4,4,4,1,0,3,1,6,3,90,92,77,False,True,False,True,False,True,83
25,0,1,8,1,1,4,4,3,1,1,0,4,1,4,3,70,65,66,False,True,False,True,True,False,99
19,1,1,6,0,1,5,5,3,4,1,1,1,0,5,5,91,94,90,False,True,False,True,False,True,92
19,0,1,8,1,1,2,3,5,4,1,0,0,0,3,5,78,75,77,True,False,False,True,True,False,76
18,1,0,14,0,0,1,4,5,4,1,1,2,1,5,3,64,51,67,False,True,False,True,True,False,61
21,0,1,2,0,0,4,4,2,3,1,0,0,0,4,5,82,80,80,False,True,True,False,False,True,80
15,1,1,1,1,0,5,5,4,3,1,0,2,1,4,5,77,79,89,False,True,True,False,False,True,80
21,1,0,6,1,1,3,3,3,3,1,1,2,1,5,5,88,87,78,False,True,True,False,True,False,83
24,1,1,9,0,1,2,3,1,1,1,0,0,0,5,3,72,77,58,True,False,False,True,False,True,78
20,0,1,8,0,0,4,5,3,4,1,0,1,0,5,5,93,92,90,False,True,False,True,False,True,92
21,1,1,1,0,1,3,2,3,2,1,0,2,0,6,4,92,87,67,False,True,True,False,False,True,70
21,0,1,3,2,4,5,4,2,3,1,0,3,1,4,5,82,92,94,False,True,True,False,False,True,89
18,1,1,6,1,1,5,5,5,5,0,1,4,0,5,1,99,97,93,False,True,False,True,False,True,96
20,0,0,5,1,1,5,5,2,5,0,0,0,1,6,4,92,87,98,True,False,True,False,False,True,96
23,1,1,7,1,1,2,2,2,2,1,0,0,0,3,3,89,91,79,True,False,False,True,True,False,84
22,0,1,5,1,1,5,2,1,5,0,1,0,1,2,5,87,67,78,True,False,False,True,False,True,99
15,0,1,3,1,1,4,5,2,4,1,1,0,0,4,4,95,90,35,True,False,True,False,True,False,81
21,0,1,5,0,1,3,5,3,2,1,0,0,1,5,5,81,71,71,False,True,False,True,True,False,73
20,0,1,2,1,0,5,4,5,3,1,0,0,1,4,5,88,90,79,True,False,False,True,True,False,98
18,1,1,6,1,0,5,5,3,1,1,1,3,0,5,1,60,84,72,True,False,True,False,True,False,68
18,1,1,2,0,1,2,3,4,4,1,0,1,0,4,5,86,80,87,True,False,False,True,False,True,84
20,0,1,0,0,1,4,4,5,5,1,1,0,0,4,5,80,80,80,False,True,True,False,False,True,76
19,1,0,8,0,1,5,5,3,4,0,1,0,0,4,1,82,87,88,False,True,True,False,True,False,86
22,0,1,4,0,1,4,4,2,4,1,0,0,0,3,4,85,82,86,True,False,True,False,False,True,83
18,0,1,3,0,1,4,3,2,1,1,1,1,1,2,4,59,64,65,True,False,True,False,True,False,67
18,0,1,7,0,0,3,4,1,0,0,0,0,1,4,1,64,80,74,False,True,False,True,True,False,73
20,0,1,4,0,0,2,3,2,2,1,1,1,0,4,2,93,88,77,True,False,False,True,True,False,82
19,0,1,9,1,1,4,5,3,2,1,1,2,0,4,5,90,92,89,True,False,False,True,True,False,93
14,0,0,7,0,1,4,2,0,1,1,1,0,0,6,2,95,72,84,False,True,True,False,False,True,76
24,0,1,7,1,0,1,3,3,1,1,0,2,1,5,4,65,77,63,False,True,False,True,True,False,65
27,0,1,4,1,1,4,5,5,1,1,0,3,1,3,5,87,91,86,True,False,True,False,True,False,95
20,1,1,2,0,0,3,3,5,1,1,0,0,0,11,5,60,64,74,False,True,True,False,False,True,80
21,1,1,2,0,1,2,2,3,3,1,1,1,0,3,3,68,89,88,True,False,True,False,False,True,86
23,0,1,3,1,0,1,5,4,3,0,1,1,1,3,1,74,58,45,True,False,True,False,True,False,83
21,0,0,3,1,1,5,1,5,5,1,1,1,0,6,1,89,92,78,True,False,True,False,True,False,85
21,0,1,1,0,1,3,4,4,5,1,1,1,0,4,5,75,76,87,True,False,True,False,False,True,81
21,0,1,2,0,1,3,3,4,2,1,0,2,0,5,4,72,73,72,True,False,False,True,False,True,87
21,1,1,4,0,3,4,5,3,3,1,0,0,1,3,3,89,87,88,False,True,True,False,False,True,85
22,0,1,9,1,1,1,5,4,3,0,1,2,1,3,2,65,54,62,True,False,True,False,True,False,74
18,1,1,4,2,3,5,4,4,2,1,1,0,1,4,3,84,96,96,False,True,True,False,False,True,93
24,0,1,9,1,1,4,5,4,3,1,1,4,1,4,3,79,82,75,False,True,True,False,True,False,96
21,0,1,2,0,1,2,5,1,1,1,0,0,0,5,5,82,71,80,True,False,True,False,False,True,81
19,0,1,1,0,0,1,4,5,5,0,0,1,0,6,5,80,82,83,True,False,False,True,True,False,84
24,1,1,7,0,1,4,5,5,3,1,0,1,1,6,5,92,89,65,False,True,False,True,False,True,82
18,0,1,4,1,1,5,3,1,3,1,0,4,1,6,5,66,61,61,True,False,True,False,False,True,65
23,0,0,2,0,0,1,5,3,5,0,1,0,0,7,4,78,81,65,False,True,False,True,True,False,98
19,0,1,6,1,1,2,5,3,2,1,1,1,0,3,4,72,77,71,True,False,False,True,True,False,99
18,1,1,3,0,1,3,5,4,4,1,1,1,1,7,5,94,90,67,True,False,False,True,False,True,84
21,1,1,3,1,1,4,4,4,4,1,1,1,0,4,4,75,75,75,False,True,False,True,False,True,76
23,0,1,2,0,1,3,3,3,4,1,1,2,0,8,3,60,69,52,True,False,True,False,False,True,75
15,0,1,3,0,0,5,3,2,2,1,1,1,0,4,4,89,92,81,False,True,True,False,False,True,93
21,0,1,4,0,0,3,5,4,4,1,1,1,0,6,5,95,92,74,True,False,False,True,False,True,87
21,1,1,3,0,1,2,4,4,3,1,0,1,0,5,4,72,75,78,True,False,True,False,False,True,8
21,0,0,4,1,1,4,4,4,4,1,0,1,1,4,4,86,89,80,False,True,True,False,True,False,89
16,1,1,2,0,1,3,5,4,3,1,1,1,0,2,5,86,84,87,False,True,True,False,False,True,85
22,0,1,3,1,0,4,3,3,4,1,0,0,2,5,4,86,85,98,False,True,True,False,False,True,93
24,1,1,5,1,0,5,4,5,3,1,1,2,1,4,4,79,82,75,False,True,True,False,True,False,91
23,0,0,3,0,1,4,3,4,2,0,1,0,1,4,4,92,98,77,True,False,True,False,True,False,96
22,0,1,6,1,1,2,5,5,2,1,0,0,1,3,2,64,62,67,False,True,False,True,False,True,66
21,0,1,2,0,0,4,4,1,2,1,0,1,0,4,5,82,80,80,False,True,True,False,False,True,80
22,1,1,1,0,1,2,2,3,2,1,0,4,0,2,5,55,80,88,True,False,True,False,False,True,89
18,0,1,2,0,1,3,4,4,3,1,1,3,0,1,4,93,86,60,True,False,True,False,False,True,83
23,0,1,6,0,0,3,3,3,3,1,0,2,1,5,5,88,92,72,True,False,False,True,True,False,84
24,1,0,7,0,0,4,2,2,1,1,1,1,1,15,4,77,71,88,True,False,False,True,False,True,78
19,0,1,2,1,1,4,4,3,3,0,0,1,0,4,4,87,85,67,True,False,False,True,True,False,84
19,0,1,3,0,0,4,4,5,5,1,0,0,0,4,5,94,93,90,False,True,False,True,False,True,92
20,1,0,9,1,0,2,3,2,1,1,0,1,0,14,4,90,75,76,False,True,False,True,False,True,80
23,1,1,10,0,1,1,3,3,2,1,1,1,0,5,5,95,80,97,True,False,True,False,True,False,91
19,0,1,3,1,1,5,2,3,5,0,0,0,1,5,5,56,45,87,True,False,True,False,False,True,97
20,0,0,5,0,1,3,5,2,4,1,1,1,0,9,3,88,55,71,True,False,True,False,True,False,74
20,1,1,2,0,1,3,2,2,2,1,0,0,0,4,4,65,87,88,False,True,False,True,True,False,92
19,1,1,1,1,0,3,5,1,1,1,0,4,1,3,4,44,94,84,False,True,True,False,False,True,80
19,0,0,6,0,1,5,4,4,3,1,0,0,1,3,5,86,91,93,True,False,True,False,False,True,90
19,0,1,0,1,1,2,5,2,1,0,0,1,0,5,4,79,81,75,False,True,False,True,True,False,93
20,1,1,2,0,1,4,5,4,3,1,0,1,0,4,5,88,83,70,False,True,False,True,False,True,73
16,0,1,2,1,1,2,1,4,2,1,0,0,1,4,5,91,94,88,True,False,True,False,False,True,89
20,1,1,1,0,2,4,3,4,3,1,0,1,1,3,5,82,90,94,True,False,True,False,False,True,90
18,0,1,3,0,1,3,3,5,5,1,0,0,0,3,5,90,85,86,False,True,False,True,False,True,88
23,1,1,7,1,1,2,2,2,2,1,1,0,0,3,3,89,91,79,True,False,False,True,True,False,85
26,1,0,9,0,1,5,3,1,2,1,1,3,0,5,4,60,68,72,False,True,False,True,True,False,70
21,0,1,3,0,0,2,4,5,5,1,0,0,0,3,3,79,83,81,True,False,True,False,False,True,80
21,0,1,1,0,1,3,2,3,1,1,0,1,0,3,5,85,66,72,True,False,True,False,False,True,87
21,0,1,1,0,1,1,2,1,2,0,0,0,0,4,2,87,80,82,True,False,True,False,False,True,84
22,1,1,5,1,1,4,4,5,4,1,0,0,0,6,4,88,89,92,False,True,False,True,False,True,91
21,1,1,2,0,1,1,5,4,2,1,0,0,0,3,3,95,70,77,False,True,True,False,False,True,67
19,0,1,3,0,1,4,5,5,2,1,1,0,0,4,5,97,97,95,False,True,False,True,True,False,96
22,0,1,4,0,1,4,2,3,4,0,0,0,0,4,5,87,76,98,False,True,True,False,False,True,93
21,0,1,10,0,0,2,3,4,3,1,1,4,1,4,3,63,74,80,True,False,True,False,True,False,82
23,1,1,5,0,10,1,5,3,5,0,0,0,1,5,4,79,33,95,False,True,False,True,True,False,86
20,0,1,2,0,0,3,5,4,2,1,0,1,0,4,5,81,76,22,False,True,False,True,False,True,65
15,0,1,2,0,1,5,3,4,4,1,0,4,0,6,4,34,45,33,True,False,True,False,False,True,40
21,1,0,5,1,1,3,5,2,4,1,1,2,0,9,3,67,66,79,False,True,False,True,True,False,75
19,1,1,6,0,1,4,5,4,3,0,0,1,0,6,5,71,85,83,False,True,True,False,True,False,66
25,0,1,8,0,0,5,3,3,1,1,0,0,1,3,5,49,32,68,False,True,True,False,True,False,50
18,0,1,4,1,1,3,5,1,3,0,0,1,0,5,5,80,90,98,True,False,False,True,True,False,81
33,0,1,3,0,1,2,3,3,4,1,1,1,1,7,1,85,88,75,False,True,False,True,True,False,82
18,1,1,4,1,0,5,1,3,5,0,1,1,0,13,1,90,90,83,False,True,True,False,False,True,87
27,0,1,9,1,1,5,4,5,3,1,1,3,1,3,5,90,95,79,False,True,False,True,True,False,94
19,1,1,6,0,0,4,3,4,4,1,0,1,1,6,4,94,67,83,True,False,True,False,False,True,78
21,0,1,4,0,2,5,3,4,2,1,0,1,0,3,4,77,97,89,False,True,False,True,False,True,93
19,1,1,7,1,1,4,5,4,4,0,0,2,0,4,4,71,79,91,False,True,False,True,True,False,72
32,0,0,3,0,1,1,4,1,1,1,0,0,1,9,5,94,78,83,True,False,False,True,True,False,85
25,1,1,14,1,0,4,5,5,2,1,1,4,1,3,5,73,72,74,True,False,True,False,True,False,73
21,1,1,7,0,1,3,5,4,3,1,1,1,0,4,5,60,70,78,False,True,True,False,False,True,91
20,1,1,2,1,1,3,4,3,3,0,0,1,0,3,5,58,60,86,False,True,True,False,False,True,70
19,0,1,8,1,0,4,4,1,1,0,0,4,0,4,4,50,65,69,False,True,False,True,True,False,71
20,0,0,4,0,0,3,3,3,3,0,0,1,0,4,3,92,88,80,False,True,True,False,False,True,87
26,0,1,14,1,0,5,5,2,1,1,0,1,0,3,3,70,87,64,False,True,False,True,False,True,74
21,0,0,3,1,1,3,2,4,4,0,0,1,1,5,3,83,85,86,True,False,True,False,True,False,85
21,1,1,3,0,0,5,5,5,5,1,1,0,0,4,5,81,77,79,True,False,True,False,False,True,80
18,1,0,2,1,1,3,1,5,0,1,0,0,1,2,5,62,62,59,True,False,False,True,True,False,65
20,1,1,5,1,0,3,5,4,3,1,0,1,0,5,5,93,90,67,True,False,True,False,False,True,88
20,0,1,3,0,0,2,5,5,3,1,0,0,1,5,5,69,88,71,False,True,False,True,False,True,96
21,0,1,4,1,1,3,4,2,1,0,0,0,0,6,4,80,87,96,False,True,True,False,True,False,77
21,0,1,1,0,0,2,3,3,3,0,0,1,0,3,3,91,84,90,False,True,True,False,False,True,88
20,0,0,6,1,0,2,1,3,2,0,1,1,1,4,2,75,75,76,False,True,True,False,True,False,80
16,0,1,2,1,0,4,3,3,4,1,0,1,1,4,2,96,92,94,True,False,True,False,True,False,95
23,1,1,3,0,0,3,4,4,4,1,1,0,0,4,5,79,78,67,False,True,True,False,False,True,78
20,0,1,5,0,0,2,2,5,4,1,0,0,0,4,2,86,89,89,False,True,True,False,False,True,85
19,1,0,5,1,1,1,3,2,0,1,1,1,1,7,5,86,94,85,False,True,False,True,False,True,88
32,0,1,5,0,0,4,4,3,2,0,0,0,1,2,4,80,84,88,True,False,True,False,False,True,84
22,0,0,5,0,1,5,5,5,5,0,0,2,1,5,5,88,91,80,True,False,True,False,True,False,86
21,0,0,1,0,1,4,5,4,4,1,0,1,0,4,5,72,70,65,False,True,True,False,False,True,73
23,1,1,7,1,1,2,2,2,2,1,1,3,1,6,3,93,89,78,False,True,False,True,False,True,82
13,0,1,3,1,0,2,4,0,3,1,0,1,0,13,3,75,85,74,False,True,True,False,False,True,78
22,0,1,5,0,1,5,4,2,2,0,0,2,1,4,4,89,70,92,False,True,True,False,False,True,86
21,0,1,4,1,1,4,2,4,5,1,0,0,0,4,5,72,73,74,False,True,True,False,False,True,70
15,0,1,2,0,1,5,5,3,4,1,1,1,0,4,5,77,81,82,False,True,True,False,False,True,85
24,0,1,4,0,0,1,2,5,5,0,0,0,0,5,4,89,88,96,False,True,True,False,True,False,65
26,0,1,3,0,1,2,2,3,0,0,0,0,1,10,3,88,84,93,False,True,False,True,True,False,88
15,0,1,4,0,1,3,4,2,2,1,1,1,0,3,4,82,90,94,False,True,True,False,False,True,90
17,0,1,1,0,1,2,5,3,2,0,1,3,1,3,5,75,77,72,False,True,True,False,True,False,73
21,1,1,2,1,1,4,4,5,4,1,1,3,0,6,5,72,76,71,True,False,True,False,True,False,72
23,1,0,4,0,1,2,2,5,4,1,1,1,1,10,5,96,65,79,False,True,True,False,False,True,80
19,0,1,2,0,1,2,3,3,4,0,0,0,0,6,3,85,87,88,False,True,True,False,False,True,82
20,0,1,6,1,0,2,4,5,1,1,0,3,1,4,4,82,91,79,False,True,False,True,True,False,97
21,0,1,2,0,1,2,2,5,2,0,0,1,0,3,4,71,70,70,True,False,True,False,False,True,72
15,0,0,2,0,0,4,5,4,2,1,0,3,0,4,4,78,75,60,False,True,True,False,False,True,72
20,1,1,9,1,1,2,5,2,2,1,0,1,0,3,5,88,74,65,False,True,True,False,False,True,95
19,0,1,9,0,1,4,2,3,5,1,0,2,1,3,3,94,80,96,True,False,True,False,False,True,78
23,1,0,6,0,1,5,3,4,3,1,0,1,1,5,4,73,58,80,False,True,True,False,False,True,75
19,0,1,6,0,1,5,5,5,5,1,1,1,0,5,5,66,71,81,False,True,True,False,False,True,79
15,0,1,2,0,1,4,4,1,1,1,1,2,0,4,4,77,82,81,True,False,True,False,False,True,79
16,0,1,2,0,1,3,1,4,3,1,0,3,0,3,5,55,60,66,True,False,True,False,True,False,59
27,0,1,11,0,1,5,4,2,1,1,0,0,0,5,5,86,75,96,True,False,True,False,True,False,86
20,0,0,4,0,0,4,3,4,3,1,0,1,0,4,2,92,92,81,True,False,True,False,False,True,87
18,0,1,1,0,0,4,5,4,4,0,1,1,1,4,5,99,77,81,True,False,True,False,False,True,85
20,1,1,3,0,1,4,4,4,2,1,0,1,0,4,5,75,81,89,True,False,True,False,False,True,81
21,0,1,3,0,1,3,4,3,1,1,0,2,0,5,4,73,74,80,True,False,True,False,False,True,71
21,0,1,7,0,1,4,5,2,2,1,0,1,0,5,5,84,99,83,False,True,True,False,False,True,86
21,0,1,3,1,0,3,4,2,2,1,0,0,1,5,5,94,74,94,False,True,True,False,False,True,94
18,0,1,1,0,1,1,2,3,4,1,1,0,0,5,4,54,70,86,True,False,True,False,False,True,77
22,0,1,1,0,1,4,4,4,3,0,0,2,0,4,5,73,71,72,False,True,False,True,True,False,83
19,0,1,1,0,1,3,2,3,3,1,0,0,0,3,5,58,90,68,True,False,True,False,False,True,75
22,0,0,4,1,1,4,5,5,0,0,0,0,1,5,5,85,78,98,True,False,True,False,False,True,94
21,1,1,6,1,1,5,5,1,1,1,0,1,0,4,5,77,73,97,False,True,False,True,True,False,77
15,1,1,1,0,0,4,1,2,2,1,1,0,1,4,5,67,66,70,False,True,True,False,False,True,79
22,1,1,3,0,1,4,3,3,3,1,1,0,1,4,3,89,92,80,True,False,False,True,False,True,85
7,0,0,1,0,1,5,5,3,1,1,0,0,0,5,4,88,81,94,True,False,False,True,True,False,87
24,1,1,3,0,0,4,2,3,3,1,1,1,1,4,2,88,91,79,True,False,False,True,False,True,88
27,1,1,1,1,1,5,3,3,2,0,0,1,0,8,1,94,92,88,False,True,True,False,True,False,91
25,1,1,4,1,0,3,3,3,2,0,0,0,1,8,3,86,82,81,False,True,False,True,True,False,88
23,1,1,2,0,0,4,4,2,5,1,0,4,1,4,5,76,67,54,True,False,True,False,False,True,91
21,0,1,2,0,1,4,4,4,4,1,0,1,1,5,4,95,94,78,False,True,False,True,False,True,89
23,0,1,2,0,1,2,4,4,4,0,1,0,0,3,4,78,77,80,True,False,False,True,True,False,86
20,1,1,2,1,0,3,5,1,1,0,0,1,0,5,5,79,81,80,True,False,False,True,True,False,70
21,1,0,2,1,0,2,4,5,4,1,0,3,0,3,4,63,67,65,False,True,True,False,True,False,66
20,0,1,6,1,2,3,5,2,3,1,0,0,0,5,3,87,99,99,True,False,False,True,False,True,95
21,0,1,14,0,1,4,4,4,3,1,1,2,1,3,2,54,70,44,True,False,False,True,False,True,56
24,1,1,7,1,0,5,5,1,0,0,0,4,0,5,5,81,89,79,True,False,False,True,True,False,96
15,0,1,3,1,0,1,2,1,3,0,0,1,1,5,3,89,95,78,True,False,False,True,True,False,87
25,0,1,8,0,1,3,4,3,1,1,0,1,0,5,4,80,87,73,True,False,False,True,True,False,97
19,1,0,2,0,1,2,2,3,3,1,0,0,1,3,1,89,85,84,True,False,True,False,False,True,84
27,1,1,5,1,1,3,4,2,3,1,1,1,0,15,4,80,68,68,True,False,False,True,True,False,72
20,0,0,1,0,1,2,3,1,3,0,0,0,0,4,5,65,76,92,True,False,False,True,False,True,95
16,1,0,2,1,0,4,3,2,1,1,0,0,0,3,5,80,73,87,True,False,False,True,False,True,80
20,0,1,2,0,1,3,5,5,3,1,0,1,0,4,4,72,76,77,False,True,False,True,False,True,92
18,0,0,4,1,0,3,5,4,1,0,1,2,1,3,1,54,55,52,False,True,True,False,True,False,57
26,0,1,6,1,0,5,5,1,1,1,1,3,0,4,4,85,86,79,True,False,True,False,True,False,91
22,1,1,7,1,1,3,5,5,3,1,1,3,0,3,5,82,91,79,True,False,False,True,True,False,93
18,1,0,6,2,2,5,3,5,2,1,1,0,2,4,3,87,96,94,False,True,True,False,False,True,92
15,0,1,3,0,1,4,1,4,2,1,1,1,0,6,5,87,90,83,True,False,True,False,False,True,88
27,0,1,6,1,0,5,4,3,1,1,0,4,0,4,5,80,85,73,False,True,False,True,False,True,98
33,0,1,3,1,0,4,3,4,2,0,0,1,0,14,1,73,66,72,True,False,False,True,False,True,70
16,1,1,3,1,0,3,3,3,4,1,0,1,1,4,5,80,92,96,True,False,True,False,False,True,89
19,0,0,8,1,1,4,2,2,2,1,1,1,1,3,4,82,81,81,False,True,True,False,True,False,84
21,0,1,1,0,1,2,5,3,2,1,0,0,0,2,5,65,67,95,True,False,False,True,True,False,91
21,1,1,1,1,0,1,1,2,1,1,0,1,1,2,3,70,74,79,False,True,False,True,True,False,79
20,0,1,2,0,1,3,4,2,2,0,1,0,1,4,5,49,47,49,True,False,False,True,True,False,88
22,1,1,8,1,1,3,5,4,1,1,0,4,0,4,5,92,89,89,True,False,True,False,True,False,97
24,1,1,5,1,0,5,5,1,3,1,0,3,1,3,4,99,91,95,True,False,True,False,True,False,96
19,0,1,3,0,1,4,5,5,4,1,1,0,0,3,5,77,80,76,False,True,False,True,False,True,78
23,0,0,5,1,1,5,4,5,5,1,1,0,0,5,4,89,92,81,False,True,True,False,True,False,86
19,1,0,7,1,1,3,4,4,3,1,0,0,0,4,3,98,100,97,True,False,True,False,False,True,95
21,1,1,5,1,1,3,5,1,1,0,0,1,0,6,5,75,74,67,True,False,False,True,False,True,95
26,0,0,7,1,1,4,3,4,2,1,1,1,1,2,4,90,82,72,False,True,True,False,True,False,81
20,0,1,8,0,1,2,3,4,1,1,1,4,0,3,2,50,70,58,True,False,True,False,True,False,70
16,1,1,2,1,1,5,5,3,4,1,1,1,1,3,5,87,90,81,False,True,True,False,False,True,87
19,1,1,9,0,0,3,4,4,1,1,0,2,0,4,3,66,71,55,False,True,True,False,True,False,68
23,0,1,9,0,1,5,4,3,2,1,1,0,1,4,4,81,79,88,False,True,False,True,False,True,98
19,0,1,6,0,1,4,5,2,5,1,1,0,0,4,5,75,80,74,True,False,False,True,False,True,78
11,0,0,6,1,0,2,5,3,0,0,1,0,0,11,4,93,69,77,True,False,False,True,True,False,79
20,1,1,4,0,0,3,3,5,5,1,1,1,0,3,5,95,90,69,True,False,False,True,False,True,85
22,0,1,5,0,1,4,4,4,4,0,1,2,1,6,4,90,87,75,False,True,False,True,True,False,80
23,1,1,6,1,1,3,5,2,5,1,1,0,1,4,4,55,54,88,False,True,True,False,False,True,64
19,0,1,3,0,1,3,3,4,3,1,0,1,1,4,5,84,85,65,False,True,False,True,True,False,78
20,1,1,8,1,1,3,5,2,2,1,0,1,0,4,5,97,90,99,True,False,True,False,False,True,95
21,0,1,0,0,1,3,4,4,4,1,0,1,0,3,5,75,75,79,False,True,True,False,False,True,76
15,1,1,1,1,0,3,5,4,4,1,1,2,1,6,3,42,69,73,True,False,False,True,False,True,53
21,0,1,4,1,1,3,4,5,1,1,0,0,0,7,5,98,90,71,False,True,False,True,True,False,59
19,1,1,4,0,1,3,3,5,3,1,0,0,0,3,5,94,93,93,False,True,False,True,False,True,92
22,0,1,9,0,1,1,5,2,2,1,0,1,0,4,5,87,80,76,True,False,False,True,True,False,81
17,0,1,2,0,1,2,2,3,4,0,0,0,0,4,4,70,73,89,True,False,False,True,False,True,87
25,1,1,6,0,0,1,5,5,4,1,1,0,0,5,2,99,82,70,False,True,False,True,False,True,91
18,1,1,2,0,1,2,3,4,5,1,0,0,1,3,5,86,58,60,True,False,True,False,False,True,75
26,1,1,7,1,1,5,4,5,1,1,0,4,1,4,4,78,89,71,True,False,False,True,True,False,94
20,0,0,1,0,0,1,4,3,0,0,0,2,0,5,1,52,49,51,True,False,True,False,True,False,51
19,1,1,6,0,1,5,4,4,4,1,0,0,0,5,5,89,88,89,False,True,True,False,False,True,89
24,1,1,2,0,0,5,5,1,3,1,0,3,1,3,4,84,84,85,True,False,True,False,True,False,84
